p_id,hh_id,tu_id,bruttolohn_m,vermögen_hh,in_priv_krankenv,alter,hat_kinder,kind,selbstständig,eink_selbst_m,summe_ges_priv_rente_m,vermiet_eink_m,kapitaleink_m,priv_rente_beitr_m,wohnort_ost,jahr_renteneintr,betreuungskost_m,in_ausbildung,behinderungsgrad,arbeitsstunden_w,alleinerz
453,113,113,7150.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
456,114,114,7200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
457,114,114,7200.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
460,115,115,7250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
461,115,115,7250.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
464,116,116,7300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
465,116,116,7300.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
468,117,117,7350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
469,117,117,7350.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
472,118,118,7400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
473,118,118,7400.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
476,119,119,7450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
477,119,119,7450.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
480,120,120,7500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
481,120,120,7500.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
484,121,121,7550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
485,121,121,7550.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
488,122,122,7600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
489,122,122,7600.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
492,123,123,7650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
493,123,123,7650.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
496,124,124,7700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
497,124,124,7700.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
500,125,125,7750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
501,125,125,7750.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
504,126,126,7800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
505,126,126,7800.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
508,127,127,7850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
509,127,127,7850.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
512,128,128,7900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
513,128,128,7900.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
516,129,129,7950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
517,129,129,7950.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
520,130,130,8000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
521,130,130,8000.0,0,False,50,False,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1000,1000,1000,1500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1001,1000,1000,1500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1002,1000,1000,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1004,1001,1001,1550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1005,1001,1001,1550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1006,1001,1001,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1008,1002,1002,1600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1009,1002,1002,1600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1010,1002,1002,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1012,1003,1003,1650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1013,1003,1003,1650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1014,1003,1003,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1016,1004,1004,1700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1017,1004,1004,1700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1018,1004,1004,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1020,1005,1005,1750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1021,1005,1005,1750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1022,1005,1005,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1024,1006,1006,1800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1025,1006,1006,1800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1026,1006,1006,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1028,1007,1007,1850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1029,1007,1007,1850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1030,1007,1007,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1032,1008,1008,1900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1033,1008,1008,1900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1034,1008,1008,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1036,1009,1009,1950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1037,1009,1009,1950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1038,1009,1009,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1040,1010,1010,2000.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1041,1010,1010,2000.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1042,1010,1010,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1044,1011,1011,2050.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1045,1011,1011,2050.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1046,1011,1011,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1048,1012,1012,2100.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1049,1012,1012,2100.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1050,1012,1012,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1052,1013,1013,2150.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1053,1013,1013,2150.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1054,1013,1013,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1056,1014,1014,2200.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1057,1014,1014,2200.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1058,1014,1014,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1060,1015,1015,2250.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1061,1015,1015,2250.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1062,1015,1015,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1064,1016,1016,2300.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1065,1016,1016,2300.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1066,1016,1016,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1068,1017,1017,2350.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1069,1017,1017,2350.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1070,1017,1017,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1072,1018,1018,2400.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1073,1018,1018,2400.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1074,1018,1018,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1076,1019,1019,2450.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1077,1019,1019,2450.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1078,1019,1019,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1080,1020,1020,2500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1081,1020,1020,2500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1082,1020,1020,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1084,1021,1021,2550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1085,1021,1021,2550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1086,1021,1021,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1088,1022,1022,2600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1089,1022,1022,2600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1090,1022,1022,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1092,1023,1023,2650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1093,1023,1023,2650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1094,1023,1023,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1096,1024,1024,2700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1097,1024,1024,2700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1098,1024,1024,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1100,1025,1025,2750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1101,1025,1025,2750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1102,1025,1025,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1104,1026,1026,2800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1105,1026,1026,2800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1106,1026,1026,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1108,1027,1027,2850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1109,1027,1027,2850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1110,1027,1027,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1112,1028,1028,2900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1113,1028,1028,2900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1114,1028,1028,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1116,1029,1029,2950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1117,1029,1029,2950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1118,1029,1029,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1120,1030,1030,3000.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1121,1030,1030,3000.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1122,1030,1030,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1124,1031,1031,3050.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1125,1031,1031,3050.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1126,1031,1031,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1128,1032,1032,3100.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1129,1032,1032,3100.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1130,1032,1032,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1132,1033,1033,3150.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1133,1033,1033,3150.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1134,1033,1033,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1136,1034,1034,3200.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1137,1034,1034,3200.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1138,1034,1034,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1140,1035,1035,3250.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1141,1035,1035,3250.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1142,1035,1035,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1144,1036,1036,3300.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1145,1036,1036,3300.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1146,1036,1036,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1148,1037,1037,3350.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1149,1037,1037,3350.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1150,1037,1037,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1152,1038,1038,3400.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1153,1038,1038,3400.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1154,1038,1038,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1156,1039,1039,3450.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1157,1039,1039,3450.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1158,1039,1039,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1160,1040,1040,3500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1161,1040,1040,3500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1162,1040,1040,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1164,1041,1041,3550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1165,1041,1041,3550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1166,1041,1041,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1168,1042,1042,3600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1169,1042,1042,3600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1170,1042,1042,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1172,1043,1043,3650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1173,1043,1043,3650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1174,1043,1043,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1176,1044,1044,3700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1177,1044,1044,3700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1178,1044,1044,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1180,1045,1045,3750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1181,1045,1045,3750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1182,1045,1045,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1184,1046,1046,3800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1185,1046,1046,3800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1186,1046,1046,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1188,1047,1047,3850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1189,1047,1047,3850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1190,1047,1047,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1192,1048,1048,3900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1193,1048,1048,3900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1194,1048,1048,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1196,1049,1049,3950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1197,1049,1049,3950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1198,1049,1049,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1200,1050,1050,4000.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1201,1050,1050,4000.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1202,1050,1050,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1204,1051,1051,4050.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1205,1051,1051,4050.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1206,1051,1051,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1208,1052,1052,4100.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1209,1052,1052,4100.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1210,1052,1052,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1212,1053,1053,4150.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1213,1053,1053,4150.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1214,1053,1053,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1216,1054,1054,4200.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1217,1054,1054,4200.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1218,1054,1054,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1220,1055,1055,4250.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1221,1055,1055,4250.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1222,1055,1055,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1224,1056,1056,4300.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1225,1056,1056,4300.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1226,1056,1056,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1228,1057,1057,4350.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1229,1057,1057,4350.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1230,1057,1057,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1232,1058,1058,4400.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1233,1058,1058,4400.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1234,1058,1058,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1236,1059,1059,4450.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1237,1059,1059,4450.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1238,1059,1059,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1240,1060,1060,4500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1241,1060,1060,4500.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1242,1060,1060,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1244,1061,1061,4550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1245,1061,1061,4550.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1246,1061,1061,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1248,1062,1062,4600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1249,1062,1062,4600.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1250,1062,1062,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1252,1063,1063,4650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1253,1063,1063,4650.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1254,1063,1063,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1256,1064,1064,4700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1257,1064,1064,4700.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1258,1064,1064,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1260,1065,1065,4750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1261,1065,1065,4750.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1262,1065,1065,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1264,1066,1066,4800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1265,1066,1066,4800.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1266,1066,1066,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1268,1067,1067,4850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1269,1067,1067,4850.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1270,1067,1067,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1272,1068,1068,4900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1273,1068,1068,4900.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1274,1068,1068,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
1276,1069,1069,4950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1277,1069,1069,4950.0,0,False,50,True,False,False,0.0,0.0,0.0,0.0,0.0,False,2100,0.0,False,0,0,False
1278,1069,1069,,0,False,10,False,True,False,,,,,,False,2100,,False,0,0,False
