p_id,hh_typ,hh_id,tu_id,bruttolohn_m,bruttolohn_vorj_m,arbeitsl_lfdj_m,arbeitsl_vorj_m,arbeitsl_vor2j_m,arbeitsstunden_w,bruttokaltmiete_m_hh,heizkosten_m_hh,wohnfläche_hh,bewohnt_eigentum_hh,vermögen_hh,tu_vorstand,wohnort_ost,alter,selbstständig,hat_kinder,eink_selbst_m,ges_rente_m,priv_krankenv,geburtsjahr,geburtstag,geburtsmonat,m_elterngeld_mut,m_elterngeld_vat,m_elterngeld,exper,entgeltpunkte,kind,rentner,betreuungskost_m,priv_rente_beitr_m,miete_unterstellt,kapital_eink_m,vermiet_eink_m,jahr_renteneintr,in_ausbildung,behinderungsgrad,alleinerziehend,mietstufe,sonstig_eink_m
2267,"2 adults, 3 children",1054,1054,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2268,"2 adults, 3 children",1054,1054,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2269,"2 adults, 3 children",1055,1055,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2270,"2 adults, 3 children",1055,1055,515.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2271,"2 adults, 3 children",1055,1055,515.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2272,"2 adults, 3 children",1055,1055,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2273,"2 adults, 3 children",1055,1055,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2274,"2 adults, 3 children",1056,1056,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2275,"2 adults, 3 children",1056,1056,520.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2276,"2 adults, 3 children",1056,1056,520.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2277,"2 adults, 3 children",1056,1056,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2278,"2 adults, 3 children",1056,1056,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2279,"2 adults, 3 children",1057,1057,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2280,"2 adults, 3 children",1057,1057,525.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2281,"2 adults, 3 children",1057,1057,525.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2282,"2 adults, 3 children",1057,1057,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2283,"2 adults, 3 children",1057,1057,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2284,"2 adults, 3 children",1058,1058,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2285,"2 adults, 3 children",1058,1058,530.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2286,"2 adults, 3 children",1058,1058,530.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2287,"2 adults, 3 children",1058,1058,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2288,"2 adults, 3 children",1058,1058,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2289,"2 adults, 3 children",1059,1059,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2290,"2 adults, 3 children",1059,1059,535.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2291,"2 adults, 3 children",1059,1059,535.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2292,"2 adults, 3 children",1059,1059,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2293,"2 adults, 3 children",1059,1059,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2294,"2 adults, 3 children",1060,1060,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2295,"2 adults, 3 children",1060,1060,540.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2296,"2 adults, 3 children",1060,1060,540.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2297,"2 adults, 3 children",1060,1060,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2298,"2 adults, 3 children",1060,1060,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2299,"2 adults, 3 children",1061,1061,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2300,"2 adults, 3 children",1061,1061,545.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2301,"2 adults, 3 children",1061,1061,545.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2302,"2 adults, 3 children",1061,1061,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2303,"2 adults, 3 children",1061,1061,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2304,"2 adults, 3 children",1062,1062,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2305,"2 adults, 3 children",1062,1062,550.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2306,"2 adults, 3 children",1062,1062,550.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2307,"2 adults, 3 children",1062,1062,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2308,"2 adults, 3 children",1062,1062,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2309,"2 adults, 3 children",1063,1063,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2310,"2 adults, 3 children",1063,1063,555.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2311,"2 adults, 3 children",1063,1063,555.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2312,"2 adults, 3 children",1063,1063,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2313,"2 adults, 3 children",1063,1063,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2314,"2 adults, 3 children",1064,1064,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2315,"2 adults, 3 children",1064,1064,560.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2316,"2 adults, 3 children",1064,1064,560.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2317,"2 adults, 3 children",1064,1064,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2318,"2 adults, 3 children",1064,1064,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2319,"2 adults, 3 children",1065,1065,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2320,"2 adults, 3 children",1065,1065,565.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2321,"2 adults, 3 children",1065,1065,565.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2322,"2 adults, 3 children",1065,1065,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2323,"2 adults, 3 children",1065,1065,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2324,"2 adults, 3 children",1066,1066,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2325,"2 adults, 3 children",1066,1066,570.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2326,"2 adults, 3 children",1066,1066,570.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2327,"2 adults, 3 children",1066,1066,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2328,"2 adults, 3 children",1066,1066,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2329,"2 adults, 3 children",1067,1067,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2330,"2 adults, 3 children",1067,1067,575.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2331,"2 adults, 3 children",1067,1067,575.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2332,"2 adults, 3 children",1067,1067,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2333,"2 adults, 3 children",1067,1067,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2334,"2 adults, 3 children",1068,1068,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2335,"2 adults, 3 children",1068,1068,580.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2336,"2 adults, 3 children",1068,1068,580.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2337,"2 adults, 3 children",1068,1068,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2338,"2 adults, 3 children",1068,1068,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2339,"2 adults, 3 children",1069,1069,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2340,"2 adults, 3 children",1069,1069,585.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2341,"2 adults, 3 children",1069,1069,585.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2342,"2 adults, 3 children",1069,1069,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2343,"2 adults, 3 children",1069,1069,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2344,"2 adults, 3 children",1070,1070,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2345,"2 adults, 3 children",1070,1070,590.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2346,"2 adults, 3 children",1070,1070,590.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2347,"2 adults, 3 children",1070,1070,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2348,"2 adults, 3 children",1070,1070,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2349,"2 adults, 3 children",1071,1071,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2350,"2 adults, 3 children",1071,1071,595.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2351,"2 adults, 3 children",1071,1071,595.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2352,"2 adults, 3 children",1071,1071,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2353,"2 adults, 3 children",1071,1071,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2354,"2 adults, 3 children",1072,1072,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2355,"2 adults, 3 children",1072,1072,600.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2356,"2 adults, 3 children",1072,1072,600.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2357,"2 adults, 3 children",1072,1072,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2358,"2 adults, 3 children",1072,1072,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2359,"2 adults, 3 children",1073,1073,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2360,"2 adults, 3 children",1073,1073,605.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2361,"2 adults, 3 children",1073,1073,605.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2362,"2 adults, 3 children",1073,1073,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2363,"2 adults, 3 children",1073,1073,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2364,"2 adults, 3 children",1074,1074,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2365,"2 adults, 3 children",1074,1074,610.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2366,"2 adults, 3 children",1074,1074,610.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2367,"2 adults, 3 children",1074,1074,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2368,"2 adults, 3 children",1074,1074,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2369,"2 adults, 3 children",1075,1075,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2370,"2 adults, 3 children",1075,1075,615.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2371,"2 adults, 3 children",1075,1075,615.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2372,"2 adults, 3 children",1075,1075,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2373,"2 adults, 3 children",1075,1075,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2374,"2 adults, 3 children",1076,1076,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2375,"2 adults, 3 children",1076,1076,620.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2376,"2 adults, 3 children",1076,1076,620.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2377,"2 adults, 3 children",1076,1076,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2378,"2 adults, 3 children",1076,1076,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2379,"2 adults, 3 children",1077,1077,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2380,"2 adults, 3 children",1077,1077,625.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2381,"2 adults, 3 children",1077,1077,625.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
2382,"2 adults, 3 children",1077,1077,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,4,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2383,"2 adults, 3 children",1077,1077,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,6,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2384,"2 adults, 3 children",1078,1078,0.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,8,False,False,0,0,False,1970,1,1,0,0,0,7,6.2776,True,False,0,0,0,0,0,2061,False,0,False,5,0
2385,"2 adults, 3 children",1078,1078,630.0,0.0,0,0,0,5.0,1000,50,105,False,0.0,False,False,50,False,True,0,0,False,1970,1,1,0,0,0,7,6.2776,False,False,0,0,0,0,0,2061,False,0,False,5,0
